#Citation: 'W. B. Gratzer, Med. Res. Council Labs, Holly Hill,London',...
#'N. Kollias, Wellman Laboratories, Harvard Medical School, Boston'

#These values for the molar extinction coefficient e in [cm-1/(moles/liter)] were compiled by Scott Prahl (prahl@ece.ogi.edu) using data from
#
#W. B. Gratzer, Med. Res. Council Labs, Holly Hill, London
#N. Kollias, Wellman Laboratories, Harvard Medical School, Boston
#To convert this data to absorbance A, multiply by the molar concentration and the pathlength. For example, if x is the number of grams per liter and a 1 cm cuvette is being used, then the absorbance is given by
#
#        (e) [(1/cm)/(moles/liter)] (x) [g/liter] (1) [cm]
#  A =  ---------------------------------------------------
#  66,500 [g/mole]
#
#using 66,500 as the gram molecular weight of hemoglobin.
#To convert this data to absorption coefficient in (cm-1), multiply by the molar concentration and 2.303,
#
#µa = (2.303) e (x g/liter)/(66,500 g Hb/mole)
#where x is the number of grams per liter. A typical value of x for whole blood is x=150 g Hb/liter.

#Lambda HbO Hb
522	26450.4	32851.2
524	29269.2	34397.6
526	32496.4	35944
528	35990	37490
530	39956.8	39036.4
532	43876	40584
534	46924	42088
536	49752	43592
538	51712	45092
540	53236	46592
542	53292	48148
544	52096	49708
546	49868	51268
548	46660	52496
550	43016	53412
552	39675.2	54080
554	36815.2	54520
556	34476.8	54540
558	33456	54164
560	32613.2	53788
562	32620	52276
564	33915.6	50572
566	36495.2	48828
568	40172	46948
570	44496	45072
572	49172	43340
574	53308	41716
576	55540	40092
578	54728	38467.6
580	50104	37020
582	43304	35676.4
584	34639.6	34332.8
586	26600.4	32851.6
588	19763.2	31075.2
590	14400.8	28324.4
592	10468.4	25470
594	7678.8	22574.8
596	5683.6	19800
598	4504.4	17058.4
600	3200	14677.2
602	2664	13622.4
604	2128	12567.6
606	1789.2	11513.2
608	1647.6	10477.6
610	1506	9443.6
612	1364.4	8591.2
614	1222.8	7762
616	1110	7344.8
618	1026	6927.2
620	942	6509.6
622	858	6193.2
624	774	5906.8
626	707.6	5620
628	658.8	5366.8
630	610	5148.8
632	561.2	4930.8
634	512.4	4730.8
636	478.8	4602.4
638	460.4	4473.6
640	442	4345.2
642	423.6	4216.8
644	405.2	4088.4
646	390.4	3965.08
648	379.2	3857.6
650.0	506.0	3743.0
652.0	488.0	3677.0
654.0	474.0	3612.0
656.0	464.0	3548.0
658.0	454.3	3491.3
660.0	445.0	3442.0
662.0	438.3	3364.7
664.0	433.8	3292.8
666.0	431.3	3226.3
668.0	429.0	3133.0
670.0	427.0	3013.0
672.0	426.5	2946.0
674.0	426.0	2879.0
676.0	424.0	2821.7
678.0	423.0	2732.3
680.0	423.0	2610.8
682.0	422.0	2497.3
684.0	420.0	2392.0
686.0	418.0	2292.7
688.0	416.5	2209.3
690.0	415.5	2141.8
692.0	415.0	2068.7
694.0	415.0	1990.0
696.0	415.5	1938.5
698.0	416.0	1887.0
700.0	419.3	1827.7
702.0	422.5	1778.5
704.0	425.5	1739.5
706.0	429.7	1695.7
708.0	435.0	1647.0
710.0	441.0	1601.7
712.0	446.5	1562.5
714.0	451.5	1529.5
716.0	458.0	1492.0
718.0	466.0	1450.0
720.0	472.7	1411.3
722.0	479.5	1380.0
724.0	486.5	1356.0
726.0	494.3	1331.7
728.0	503.0	1307.0
730.0	510.0	1296.5
732.0	517.0	1286.0
734.0	521.0	1286.0
736.0	530.7	1293.0
738.0	546.0	1307.0
740.0	553.5	1328.0
742.0	561.0	1349.0
744.0	571.0	1384.3
746.0	581.3	1431.3
748.0	592.0	1490.0
750.0	600.0	1532.0
752.0	608.0	1574.0
754.0	618.7	1620.7
756.0	629.7	1655.3
758.0	641.0	1678.0
760.0	645.5	1669.0
762.0	650.0	1660.0
764.0	666.7	1613.3
766.0	681.0	1555.0
768.0	693.0	1485.0
770.0	701.5	1425.0
772.0	710.0	1365.0
774.0	722.0	1288.3
776.0	733.7	1216.3
778.0	745.0	1149.0
780.0	754.0	1107.5
782.0	763.0	1066.0
784.0	775.0	1021.3
786.0	787.0	972.0
788.0	799.0	918.0
790.0	808.0	913.0
792.0	817.0	908.0
794.0	829.0	887.3
796.0	840.7	868.7
798.0	852.0	852.0
800.0	863.3	838.7
802.0	873.3	828.0
804.0	881.8	820.0
806.0	891.7	812.0
808.0	903.0	804.0
810.0	914.3	798.7
812.0	924.7	793.7
814.0	934.0	789.0
816.0	943.0	787.0
818.0	952.0	785.0
820.0	962.7	783.0
822.0	973.0	781.0
824.0	983.0	779.0
826.0	990.5	778.5
828.0	998.0	778.0
830.0	1008.0	778.0
832.0	1018.0	777.7
834.0	1028.0	777.0
836.0	1038.0	777.0
838.0	1047.7	777.0
840.0	1057.0	777.0
842.0	1063.5	777.5
844.0	1070.0	778.0
846.0	1079.3	779.3
848.0	1088.3	780.3
850.0	1097.0	781.0
852.0	1105.7	783.0
854.0	1113.0	785.0
856.0	1119.0	787.0
858.0	1126.0	789.3
860.0	1134.0	792.0
862.0	1142.0	795.3
864.0	1149.7	799.0
866.0	1157.0	803.0
868.0	1163.7	807.7
870.0	1170.3	812.3
872.0	1177.0	817.0
874.0	1182.0	820.5
876.0	1187.0	824.0
878.0	1193.0	830.0
880.0	1198.7	835.7
882.0	1204.0	841.0
884.0	1209.3	847.0
886.0	1214.3	852.7
888.0	1219.0	858.0
890.0	1223.7	863.3
892.0	1227.5	867.8
894.0	1230.5	871.3
896.0	1234.0	875.3
898.0	1238.0	880.0
900.0	1241.3	883.3
902	1202	765.04
904	1206	767.44
906	1209.2	769.8
908	1211.6	772.16
910	1214	774.56
912	1216.4	776.92
914	1218.8	778.4
916	1220.8	778.04
918	1222.4	777.72
920	1224	777.36
922	1225.6	777.04
924	1227.2	776.64
926	1226.8	772.36
928	1224.4	768.08
930	1222	763.84
932	1219.6	752.28
934	1217.2	737.56
936	1215.6	722.88
938	1214.8	708.16
940	1214	693.44
942	1213.2	678.72
944	1212.4	660.52
946	1210.4	641.08
948	1207.2	621.64
950	1204	602.24
952	1200.8	583.4
954	1197.6	568.92
956	1194	554.48
958	1190	540.04
960	1186	525.56
962	1182	511.12
964	1178	495.36
966	1173.2	473.32
968	1167.6	451.32
970	1162	429.32
972	1156.4	415.28
974	1150.8	402.28
976	1144	389.288
978	1136	374.944
980	1128	359.656
982	1120	344.372
984	1112	329.084
986	1102.4	313.796
988	1091.2	298.508
990	1080	283.22
992	1068.8	267.932
994	1057.6	252.648
996	1046.4	237.36
998	1035.2	222.072
1000	1024	206.784

